8.37723, (0,0,0), (-7.09056,-44.4379,-240.687)
5.33143, (0,0,0), (-35.7363,-27.348,212.696)
99.6091, (0,0,0), (44.9883,-1.02492,242.371)
9.19891, (0,0,0), (-44.9961,-0.589076,84.8572)
50.9256, (0,0,0), (35.8398,-27.2123,-265.059)
17.8501, (0,0,0), (-24.1179,-37.9912,-54.1751)
99.2463, (0,0,0), (44.3901,-7.38354,-39.2993)
82.4164, (0,0,0), (-21.8164,39.3579,-214.393)
34.6732, (0,0,0), (17.7145,13.4978,-294.4)
106.817, (0,0,0), (34.03,29.4442,218.648)
93.6326, (0,0,0), (39.0673,22.3327,-32.8693)
3.93672, (0,0,0), (-33.0698,-30.5187,-73.154)
134.896, (0,0,0), (-28.3909,34.9136,-62.0942)
126.09, (0,0,0), (8.06446,-44.2715,182.402)
15.6154, (0,0,0), (-20.6787,-2.05338,294.4)
222.715, (0,0,0), (31.822,31.8176,-150.403)
82.9625, (0,0,0), (-24.6599,-18.2085,99.6148)
30.9525, (0,0,0), (8.64933,44.1609,134.637)
7.67364, (0,0,0), (44.9626,1.83546,174.808)
154.648, (0,0,0), (3.42317,44.8696,-145.362)
22.6327, (0,0,0), (-18.2693,-41.1246,269.601)
0.692157, (0,0,0), (4.06739,44.8158,163.852)
27.3032, (0,0,0), (42.4177,15.0245,265.257)
22.6297, (0,0,0), (42.1468,15.7687,142.469)
1.36581, (0,0,0), (-37.4616,-24.9325,-178.903)
30.243, (0,0,0), (-16.1134,-42.0162,282.783)
223.8, (0,0,0), (-42.2553,-15.4754,-55.5071)
10.6551, (0,0,0), (12.6147,43.1957,-28.1848)
13.6177, (0,0,0), (-44.9669,-1.72534,-64.1111)
18.3761, (0,0,0), (-0.353713,-44.9986,144.259)
62.4246, (0,0,0), (-43.2054,12.5816,-68.8771)
19.7699, (0,0,0), (1.94113,-44.9581,17.6895)
87.6275, (0,0,0), (-38.8539,-22.7019,-100.111)
115.063, (0,0,0), (30.3902,33.1879,-38.9406)
76.467, (0,0,0), (34.3347,29.0883,-157.195)
1.11329, (0,0,0), (0.626013,-44.9956,139.934)
190.021, (0,0,0), (-36.2133,-26.7133,287.873)
164.459, (0,0,0), (39.1342,35.846,236.123)
500, (0,0,0), (5.81766,0.860622,60.0563)
107.723, (0,0,0), (-9.87076,50,218.955)
26.1572, (0,0,0), (10.6292,25.7324,182.228)
17.9701, (0,0,0), (-40.3591,-3.38203,-36.3435)
101.651, (0,0,0), (0.0719659,44.9999,-7.88447)
47.3162, (0,0,0), (38.403,23.4565,162.561)
56.9649, (0,0,0), (30.8157,32.7931,-214.631)
26.9546, (0,0,0), (-17.8644,-41.3021,225.974)
28.673, (0,0,0), (35.1938,-28.0428,241.249)
130.15, (0,0,0), (39.3107,21.9013,-78.7852)
159.881, (0,0,0), (-23.2724,4.7192,-225.287)
176.346, (0,0,0), (-30.9853,-32.633,141.967)
77.1474, (0,0,0), (0.645825,45.448,284.395)
81.9518, (0,0,0), (42.844,13.7618,-0.429385)
8.8201, (0,0,0), (19.8922,-40.3646,5.29705)
69.9031, (0,0,0), (-1.05162,-16.2777,-49.3047)
10.8815, (0,0,0), (16.2157,41.9768,132.849)
28.7467, (0,0,0), (-10.0742,54,243.317)
13.6811, (0,0,0), (29.8195,33.7016,-265.911)
103.071, (0,0,0), (-35.8402,27.2117,96.871)
48.0087, (0,0,0), (-0.439187,37.8284,-294.4)
76.724, (0,0,0), (44.6649,-5.48181,60.1489)
19.5688, (0,0,0), (-43.626,-11.0351,61.7126)
81.2104, (0,0,0), (3.49422,-44.8641,-149.983)
1.01072, (0,0,0), (44.594,6.03113,-74.1247)
1.38028, (0,0,0), (-43.0641,13.057,-201.801)
11.1734, (0,0,0), (35.4553,6.75654,113.367)
19.3264, (0,0,0), (7.65708,44.3438,131.4)
86.0138, (0,0,0), (-35.3765,27.8119,-233.694)
395.12, (0,0,0), (8.71946,-44.1472,133.915)
142.733, (0,0,0), (-23.334,-38.4776,-45.16)
44.4594, (0,0,0), (-2.72616,-44.9173,-107.28)
16.0509, (0,0,0), (-43.0285,-13.1739,149.903)
53.7466, (0,0,0), (-29.4426,-34.0314,249.684)
153.746, (0,0,0), (-38.5718,-2.91642,281.774)
48.7747, (0,0,0), (-44.969,1.66955,254.952)
3.29241, (0,0,0), (-8.39589,-44.2098,-288.135)
19.5211, (0,0,0), (-18.8689,40.853,294.235)
16.4096, (0,0,0), (44.1112,8.89975,-77.6641)
9.39286, (0,0,0), (10.1823,-43.8329,-291.127)
48.8674, (0,0,0), (-44.995,-0.670342,58.6805)
21.5499, (0,0,0), (-6.05661,-30.7476,233.732)
24.711, (0,0,0), (9.41484,-20.8235,294.4)
48.1193, (0,0,0), (-41.3282,13.334,294.4)
31.3532, (0,0,0), (-36.1015,-26.8642,181.373)
29.8446, (0,0,0), (21.0876,-39.7531,-7.86935)
13.1941, (0,0,0), (-29.1105,-34.3159,0.963068)
113.304, (0,0,0), (44.7031,-5.16035,81.133)
3.78901, (0,0,0), (-8.03721,-5.82734,-294.4)
35.4189, (0,0,0), (-20.5786,-40.019,69.8642)
36.0944, (0,0,0), (-9.0585,-33.6566,25.1386)
106.561, (0,0,0), (44.8152,-4.07404,167.145)
76.5724, (0,0,0), (-39.8283,28.5514,240.698)
40.5954, (0,0,0), (44.8649,-3.48412,-139.971)
34.4555, (0,0,0), (41.8556,16.526,129.258)
246.894, (0,0,0), (-43.8626,-10.0535,-59.3425)
4.9678, (0,0,0), (31.2996,-32.3316,186.55)
278.519, (0,0,0), (44.4531,-6.99424,-172.818)
8.86874, (0,0,0), (-5.02985,-1.29374,104.58)
0.57369, (0,0,0), (11.5412,-43.4948,-252.354)
18.8791, (0,0,0), (31.0701,-32.5522,123.8)
174.706, (0,0,0), (31.147,-32.4787,-185.407)
238.868, (0,0,0), (-0.999141,41.5818,294.4)
43.8757, (0,0,0), (28.3352,30.2172,294.4)
90.4684, (0,0,0), (-32.7102,-30.9037,118.884)
169.934, (0,0,0), (-44.4706,-6.88212,-105.594)
17.9485, (0,0,0), (40.5918,19.4245,91.3538)
4.56445, (0,0,0), (10.8659,-3.92328,74.3389)
51.1649, (0,0,0), (15.1992,42.3555,-257.753)
99.2347, (0,0,0), (25.2919,37.2199,-100.166)
345.179, (0,0,0), (4.27241,44.7967,172.98)
79.074, (0,0,0), (5.27208,33.6355,18.7223)
56.7468, (0,0,0), (44.1421,-8.74487,-269.183)
25.9448, (0,0,0), (44.1795,-8.55402,-155.17)
120.431, (0,0,0), (3.44728,-21.8539,284.95)
7.4034, (0,0,0), (-19.6679,40.4743,12.5624)
73.1691, (0,0,0), (0.785376,-44.9931,235.456)
150.36, (0,0,0), (-30.1468,33.6137,270.69)
66.8463, (0,0,0), (43.898,9.89778,-45.6134)
253.583, (0,0,0), (44.533,6.46613,233.45)
284.545, (0,0,0), (-44.6303,5.75623,8.01636)
8.12059, (0,0,0), (-2.22136,54,266.919)
226.041, (0,0,0), (42.8342,13.7925,-254.558)
90.0096, (0,0,0), (-37.3627,25.0804,212.191)
21.3667, (0,0,0), (1.46208,-44.9762,2.88311)
107.995, (0,0,0), (-28.1026,35.146,-165.972)
216.365, (0,0,0), (-1.20764,26.4163,178.274)
78.6546, (0,0,0), (-35.0952,28.166,-170.102)
95.3204, (0,0,0), (-30.0292,33.5149,-191.557)
139.656, (0,0,0), (32.4195,31.2086,-251.482)
131.097, (0,0,0), (-38.191,-23.8002,-39.3187)
23.2498, (0,0,0), (22.9625,38.7004,-103.297)
111.573, (0,0,0), (36.3858,-26.4777,-149.042)
5.84718, (0,0,0), (-42.9881,13.3051,-148.959)
177.005, (0,0,0), (-42.5515,-14.6415,-189.371)
482.138, (0,0,0), (44.7052,5.1427,19.825)
45.1694, (0,0,0), (-12.2896,-43.2893,-218.695)
86.2374, (0,0,0), (39.1991,22.1004,128.378)
114.53, (0,0,0), (-12.0737,-43.35,-191.637)
28.3186, (0,0,0), (15.4084,-42.2798,-155.988)
13.8428, (0,0,0), (9.77805,-43.9248,195.752)
26.5874, (0,0,0), (-7.53566,-44.3646,-283.515)
235.574, (0,0,0), (38.9811,22.4827,186.042)
16.9469, (0,0,0), (-8.32149,-44.2239,130.896)
23.6116, (0,0,0), (-38.492,23.3102,-22.9898)
211.955, (0,0,0), (44.2927,7.94736,129.005)
308.67, (0,0,0), (44.856,-3.59771,-257.637)
38.2873, (0,0,0), (-25.8031,-36.8673,-108.574)
13.4478, (0,0,0), (-13.4594,-42.94,286.583)
11.6271, (0,0,0), (31.1339,5.20207,-138.722)
81.9496, (0,0,0), (-38.7524,22.8747,-260.944)
66.2362, (0,0,0), (43.8793,-9.98049,-177.528)
5.69709, (0,0,0), (3.67626,-42.9037,-294.4)
185.129, (0,0,0), (37.9962,24.11,-96.54)
63.9018, (0,0,0), (11.2934,54,236.293)
133.697, (0,0,0), (-29.3965,-34.0712,254.356)
17.2465, (0,0,0), (44.8803,3.28029,163.602)
8.89269, (0,0,0), (-44.0361,-9.26404,175.38)
61.1742, (0,0,0), (28.8331,34.5493,-27.9904)
69.3866, (0,0,0), (-40.724,-19.1456,69.9823)
4.51686, (0,0,0), (22.0659,-39.2186,245.189)
36.1694, (0,0,0), (38.4013,23.4592,112.895)
25.5625, (0,0,0), (-30.3781,33.199,-101.727)
103.967, (0,0,0), (-44.2296,8.29117,186.874)
38.5377, (0,0,0), (-35.1276,-28.1256,-8.63098)
29.1968, (0,0,0), (-44.9891,-0.991503,-261.93)
19.6904, (0,0,0), (-43.8707,-10.0181,-212.003)
20.3242, (0,0,0), (-44.8353,3.84657,-177.178)
33.069, (0,0,0), (41.4133,-17.6051,-119.831)
34.0516, (0,0,0), (-27.1737,10.2621,294.4)
177.296, (0,0,0), (22.3144,-0.395447,-50.2718)
41.7607, (0,0,0), (-33.1164,-30.4681,126.864)
36.692, (0,0,0), (-0.493185,44.9973,-85.024)
135.516, (0,0,0), (-8.87265,-3.38558,211.492)
95.9263, (0,0,0), (-11.6334,-43.4703,-97.8378)
36.5814, (0,0,0), (9.24922,-44.0392,245.511)
83.0904, (0,0,0), (-44.7227,-4.98812,177.06)
138.858, (0,0,0), (39.7232,-21.144,-29.5468)
103.453, (0,0,0), (-8.19319,44.2478,-119.02)
80.3889, (0,0,0), (-23.38,38.4496,-81.4649)
41.832, (0,0,0), (-44.929,-2.52628,150.424)
8.8387, (0,0,0), (-1.85537,44.9617,-234.707)
149.154, (0,0,0), (43.4729,-11.6237,265.71)
10.3828, (0,0,0), (-19.2976,40.6522,-142.814)
104.501, (0,0,0), (14.1023,-42.7332,-30.3864)
27.2259, (0,0,0), (-35.2113,-28.0208,3.48435)
0.892946, (0,0,0), (-0.566129,16.9867,-200.245)
225.144, (0,0,0), (-38.0875,23.9655,-134.969)
11.1351, (0,0,0), (39.531,21.5012,113.201)
64.5802, (0,0,0), (-17.3831,-41.507,-108.467)
112.339, (0,0,0), (37.9645,-24.1597,287.54)
14.6077, (0,0,0), (-43.6312,-11.0145,174.49)
169.32, (0,0,0), (-30.7796,-32.8271,-163.366)
15.9852, (0,0,0), (44.2476,8.19433,-155.75)
167.051, (0,0,0), (-11.5725,-43.4865,-292.121)
40.9508, (0,0,0), (8.419,44.2054,-248.204)
270.777, (0,0,0), (-19.0589,34.1849,-57.0533)
38.8277, (0,0,0), (-40.8484,18.8788,-4.52301)
7.03383, (0,0,0), (-12.1919,-43.3169,-289.394)
143.277, (0,0,0), (4.424,-44.782,-163.584)
143.48, (0,0,0), (16.0673,-42.0338,71.0432)
22.6862, (0,0,0), (36.0723,-26.9033,-259.803)
28.5192, (0,0,0), (-9.08077,-44.0743,260.64)
42.832, (0,0,0), (-43.2044,-12.5847,-91.2129)
63.8122, (0,0,0), (44.9299,-2.51083,201.492)
17.1374, (0,0,0), (-24.2538,-37.9045,142.973)
15.2073, (0,0,0), (-26.631,36.2738,-213.313)
287.221, (0,0,0), (-10.256,-43.8157,104.643)
0.784261, (0,0,0), (-24.0029,-38.0639,-146.316)
20.6666, (0,0,0), (0.64944,44.9953,-115.951)
52.7208, (0,0,0), (39.2271,-22.0507,267.969)
4.52521, (0,0,0), (-41.6431,-17.0545,-224.343)
32.5238, (0,0,0), (-10.5347,-43.7495,240.407)
60.0497, (0,0,0), (40.5192,-19.5754,71.0143)
27.14, (0,0,0), (2.37201,-44.9374,226.698)
21.3922, (0,0,0), (-1.67438,3.46612,-291.281)
19.4433, (0,0,0), (36.4957,5.21113,-230.982)
93.0783, (0,0,0), (16.7451,45.7248,208.074)
11.7676, (0,0,0), (-44.1708,8.59906,-176.413)
40.6263, (0,0,0), (44.6763,5.38791,-1.29542)
150.755, (0,0,0), (14.7037,42.53,-251.003)
250.572, (0,0,0), (-40.5741,-19.4614,-205.665)
2.83864, (0,0,0), (22.7241,38.8409,-114.572)
