40	396.5	616.5
40	396.5	702.8967782
40	396.5	983.0814537
40	396.5	1159.599323
40	396.5	1293.418872
40	396.5	1468.201796
40	396.5	1607.824952
40	396.5	1753.585481
39.4492945	396.5	1762.348785
38.70336219	396.5	1766.996224
37.47480157	396.5	1772.217474
36.08698035	396.5	1776.661682
33.64667609	396.5	1782.724813
31.66819461	396.5	1786.706981
29.12678627	396.5	1791.055778
26.97618988	396.5	1794.251361
24.39252846	396.5	1797.647402
21.66788088	396.5	1800.812911
18.63519338	396.5	1803.930471
14.53844174	396.5	1807.588511
10.42400334	396.5	1810.733534
5.003913433	396.5	1814.205
-41.60832191	396.5	1841.116587
-120.8611972	396.5	1886.873256
-260.7176543	396.5	1967.619419
-390.5744808	396.5	2042.592292
-494.7706868	396.5	2102.75
-497.6458964	396.5	2104.321452
-500.1690614	396.5	2105.561208
-502.963327	396.5	2106.7917
-507.4013038	396.5	2108.457783
-510.4764805	396.5	2109.416658
-513.8852257	396.5	2110.301913
-517.1141804	396.5	2110.97452
-521.6439552	396.5	2111.65488
-524.9868489	396.5	2111.964565
-529.7706868	396.5	2112.128222
-532.9462788	396.5	2112.056153
-537.6999043	396.5	2111.677683
-543.4770561	396.5	2110.773217
-549.2250626	396.5	2109.370524
-554.944677	396.5	2107.444913
-560.7385279	396.5	2104.905549
-564.7706868	396.5	2102.75
-574.6849187	396.5	2097.026016
-638.8470267	396.5	2059.982005
-731.9640328	396.5	2006.220877
-814.1016305	396.5	1958.798713
-1177.456983	396.5	1749.015402
-1988.343246	396.5	1280.85
