17.8153, (0,0,0), (-24.594,-11.3489,56.6344)
96.5733, (0,0,0), (40.6773,19.2446,29.6148)
315.213, (0,0,0), (-36.2616,26.6476,-37.0136)
47.7686, (0,0,0), (15.8085,-42.1318,-91.5129)
74.9311, (0,0,0), (-42.6832,-14.2527,-216.888)
21.1048, (0,0,0), (-32.4636,31.1627,-86.0182)
69.8321, (0,0,0), (-44.2043,8.42505,141.984)
121.8, (0,0,0), (-42.2147,15.5858,-136.845)
82.6589, (0,0,0), (18.8691,-40.8529,237.115)
383.889, (0,0,0), (-44.9725,1.5719,123.329)
96.8752, (0,0,0), (43.918,9.80852,228.5)
27.6665, (0,0,0), (-0.0422739,-45,50.8339)
21.0837, (0,0,0), (-44.7552,-4.68709,-164.287)
50.7964, (0,0,0), (-6.21413,44.5689,35.6042)
46.0797, (0,0,0), (-2.23042,-44.9447,-203.812)
87.7842, (0,0,0), (23.3434,38.4719,-112.278)
92.6757, (0,0,0), (4.57973,-44.7663,73.0988)
68.2604, (0,0,0), (38.5636,-23.1916,79.3013)
1.74658, (0,0,0), (7.76183,-44.3255,-30.8585)
22.7094, (0,0,0), (40.2588,-20.1054,199.532)
126.562, (0,0,0), (-44.9588,1.92478,118.052)
3.22726, (0,0,0), (44.7016,-5.17333,77.7975)
57.1379, (0,0,0), (-41.7425,-16.8097,-114.125)
26.5158, (0,0,0), (28.6937,-34.6652,173.141)
84.9859, (0,0,0), (42.4212,-15.0147,248.795)
79.8776, (0,0,0), (-19.3738,35.4077,-250)
264.47, (0,0,0), (-32.084,31.5533,107.825)
105.969, (0,0,0), (19.577,40.5184,128.39)
32.1515, (0,0,0), (-36.0079,26.9895,-44.1325)
42.424, (0,0,0), (-30.915,32.6996,52.4353)
141.927, (0,0,0), (-36.4849,26.3411,206.241)
17.7965, (0,0,0), (16.8548,-41.7243,-32.1784)
69.555, (0,0,0), (-40.5167,-19.5805,-208.394)
1.75019, (0,0,0), (-13.117,-13.9122,14.3177)
159.477, (0,0,0), (-44.5547,6.31462,136.64)
28.6506, (0,0,0), (25.0545,-37.3801,-239.644)
18.3344, (0,0,0), (-28.9254,-34.472,156.552)
